Species,Locus,Stop
enterococcus_faecium_Efaecium-ER04484.3A,NZ_CP023798.1,3850
pseudomonas_aeruginosa_PA-154197,NZ_CP014866.1,6444708
chlamydia_pecorum_W73,NC_022440.1,1106388
bacillus_sp._WR11,NZ_CP033064.1,4201454
pseudomonas_aeruginosa_Pa1207,NZ_CP022001.1,7411820
campylobacter_coli_R19.0895,NZ_CP076503.1,1715426
escherichia_coli_FDAARGOS-1268,NZ_CP069501.1,4927256
escherichia_coli_FDAARGOS-1268,NZ_CP069502.1,75975
escherichia_coli_FDAARGOS-1268,NZ_CP069503.1,2030
mycobacterium_tuberculosis_H37RvSiena,NZ_CP007027.1,4410308
escherichia_coli_M9682-C1,NZ_CP024275.1,4778308
escherichia_coli_M9682-C1,NZ_CP024276.1,38177
escherichia_coli_M9682-C1,NZ_CP024277.1,99943
vibrio_sp._sp1,NZ_CP060589.1,3344407
vibrio_sp._sp1,NZ_CP060590.1,1834675
escherichia_coli_SY3626-hybrid,NZ_CP059283.1,4624828
escherichia_coli_SY3626-hybrid,NZ_CP059285.1,123660
escherichia_coli_SY3626-hybrid,NZ_CP059284.1,188696
escherichia_coli_SY3626-hybrid,NZ_CP059287.1,37160
escherichia_coli_SY3626-hybrid,NZ_CP059286.1,45122
bacteroides_fragilis_FDAARGOS-1512,NZ_CP083623.1,5196685
bacteroides_fragilis_FDAARGOS-1512,NZ_CP083624.1,33928
vibrio_cholerae_FJ147,NZ_CP009042.1,3045373
vibrio_cholerae_FJ147,NZ_CP009041.1,1046358
escherichia_coli_035053C1pKPC2-Vir-090515B1,NZ_CP084026.1,4688919
escherichia_coli_035053C1pKPC2-Vir-090515B1,NZ_CP084027.1,350707
escherichia_coli_YJ6,NZ_AP023235.1,4620740
escherichia_coli_YJ6,NZ_AP023236.1,94374
listeria_monocytogenes_4-52-1953,NZ_CP048401.1,2973122
enterobacter_cloacae_AR-0136,NZ_CP021902.1,4931999
enterobacter_cloacae_AR-0136,NZ_CP021900.1,63427
enterobacter_cloacae_AR-0136,NZ_CP021901.1,43294
alcaligenes_faecalis_JQ135,NZ_CP021641.1,4078208
escherichia_coli_DL21,NZ_CP079747.1,4558529
mycobacterium_tuberculosis_MTB1,NZ_CP020381.2,4432940
vibrio_anguillarum_NB10,NZ_LK021130.1,3119581
vibrio_anguillarum_NB10,NZ_LK021129.1,1186480
vibrio_anguillarum_NB10,NZ_LK021128.1,65905
escherichia_coli_2013C-4187,NZ_CP027546.1,5509752
escherichia_coli_2013C-4187,NZ_CP027547.1,95179
bacillus_thuringiensis_SCG04-02,NZ_CP017577.1,5436018
bacillus_thuringiensis_SCG04-02,NZ_CP017576.1,4123
bacillus_thuringiensis_SCG04-02,NZ_CP017575.1,10833
bacillus_thuringiensis_SCG04-02,NZ_CP017573.1,60612
bacillus_thuringiensis_SCG04-02,NZ_CP017574.1,363244
staphylococcus_aureus_DC.RB-015,NZ_CP083434.1,2794108
staphylococcus_aureus_DC.RB-015,NZ_CP083435.1,22783
clostridium_perfringens_CPI-18-6,NZ_CP075979.1,3259057
clostridium_perfringens_CPI-18-6,NZ_CP075980.1,15281
mycobacterium_tuberculosis_GG-129-11,NZ_CP025604.1,4410810
staphylococcus_aureus_1625.C01,NZ_CP016863.1,2877660
staphylococcus_aureus_1625.C01,NZ_CP016862.1,26644
staphylococcus_aureus_191,NZ_CP022894.1,2911014
escherichia_coli_BL21-(TaKaRa),NZ_CP010816.1,4528094
clostridium_sporogenes_NCIMB-10696,NZ_CP009225.1,4141531
campylobacter_jejuni_C109,NZ_CP059969.1,1628840
staphylococcus_aureus_357,NZ_CP077877.1,2855116
staphylococcus_aureus_357,NZ_CP077879.1,28352
staphylococcus_aureus_357,NZ_CP077878.1,13818
escherichia_coli_L4-E1441-ETEC,NZ_LR883012.1,4869502
escherichia_coli_L4-E1441-ETEC,NZ_LR883013.1,129852
escherichia_coli_L4-E1441-ETEC,NZ_LR883014.1,94549
helicobacter_pylori_78A3,NZ_CP036391.1,1563121
klebsiella_pneumoniae_fekpn2511,NZ_CP068972.1,5220286
klebsiella_pneumoniae_fekpn2511,NZ_CP068973.1,200135
klebsiella_pneumoniae_fekpn2511,NZ_CP068974.1,108022
klebsiella_pneumoniae_fekpn2511,NZ_CP068975.1,6146
klebsiella_pneumoniae_fekpn2511,NZ_CP068976.1,1395
enterobacter_sp._RHBSTW-00994,NZ_CP056199.1,4888114
enterobacter_hormaechei_Eho-2,NZ_CP047757.1,5048497
enterobacter_hormaechei_Eho-2,NZ_CP047758.1,104971
enterobacter_hormaechei_Eho-2,NZ_CP047759.1,47771
enterobacter_hormaechei_Eho-2,NZ_CP047760.1,37133
enterobacter_hormaechei_Eho-2,NZ_CP047761.1,5511
enterobacter_hormaechei_Eho-2,NZ_CP047762.1,5110
enterobacter_hormaechei_Eho-2,NZ_CP047763.1,2169
enterobacter_hormaechei_Eho-2,NZ_CP047764.1,1551
escherichia_coli_SS52,NZ_CP010304.1,5488591
escherichia_coli_SS52,NZ_CP010305.1,94298
aerococcus_viridans_CCUG4311,NZ_CP014164.1,2199832
citrobacter_freundii_RHBSTW-00398,NZ_CP055538.1,5067300
citrobacter_freundii_RHBSTW-00398,NZ_CP055540.1,124508
citrobacter_freundii_RHBSTW-00398,NZ_CP055539.1,299306
citrobacter_freundii_RHBSTW-00398,NZ_CP055541.1,6324
citrobacter_freundii_RHBSTW-00398,NZ_CP055542.1,5340
vibrio_parahaemolyticus_ATCC-17802,NZ_CP014046.2,3285822
vibrio_parahaemolyticus_ATCC-17802,NZ_CP014047.2,1864947
klebsiella_pneumoniae_INF142-sc-2279977,NZ_LR890547.1,5296507
klebsiella_pneumoniae_INF142-sc-2279977,NZ_LR890548.1,188244
klebsiella_pneumoniae_INF142-sc-2279977,NZ_LR890549.1,147181
klebsiella_pneumoniae_INF142-sc-2279977,NZ_LR890550.1,88952
klebsiella_pneumoniae_INF142-sc-2279977,NZ_LR890551.1,8716
klebsiella_pneumoniae_INF142-sc-2279977,NZ_LR890552.1,4063
klebsiella_pneumoniae_INF142-sc-2279977,NZ_LR890553.1,3508
escherichia_coli_ERL04-3476,NZ_CP032808.1,5573120
escherichia_coli_ERL04-3476,NZ_CP032809.1,92481
escherichia_coli_ERL04-3476,NZ_CP032810.1,61202
streptomyces_sp._Streptomyces-sp.-KY70-genome,NZ_LR881952.1,7838151
escherichia_coli_BL21,NZ_CP053601.1,4529389
klebsiella_pneumoniae_Kp36,NZ_CP047192.1,5516395
klebsiella_pneumoniae_Kp36,NZ_CP047193.1,219668
klebsiella_pneumoniae_Kp36,NZ_CP047194.1,141646
klebsiella_pneumoniae_Kp36,NZ_CP047195.1,86995
klebsiella_pneumoniae_Kp36,NZ_CP047196.1,10820
klebsiella_pneumoniae_WRC01-S465PC,NZ_CP079115.1,5493133
klebsiella_pneumoniae_WRC01-S465PC,NZ_CP079116.1,210721
klebsiella_pneumoniae_WRC01-S465PC,NZ_CP079117.1,7625
klebsiella_pneumoniae_WRC01-S465PC,NZ_CP079118.1,5547
klebsiella_pneumoniae_WRC01-S465PC,NZ_CP079119.1,4695
bifidobacterium_longum_JCM-7010,NZ_CP071733.1,2655030
staphylococcus_aureus_Lr6,NZ_CP039160.1,2780530
staphylococcus_aureus_Lr6,NZ_CP039161.1,2421
staphylococcus_aureus_197,NZ_CP077926.1,2754186
staphylococcus_aureus_197,NZ_CP077927.1,33926
escherichia_coli_702-18,NZ_CP074701.1,5041005
escherichia_coli_702-18,NZ_CP074702.1,218642
escherichia_coli_702-18,NZ_CP074703.1,115751
escherichia_coli_702-18,NZ_CP074704.1,94990
escherichia_coli_702-18,NZ_CP074705.1,71772
escherichia_coli_702-18,NZ_CP074706.1,8741
escherichia_coli_FDAARGOS-944,NZ_CP065613.1,5068611
escherichia_coli_FDAARGOS-944,NZ_CP065614.1,260775
klebsiella_pneumoniae_INF119-sc-2279930,NZ_LR890691.1,5180660
klebsiella_pneumoniae_INF119-sc-2279930,NZ_LR890692.1,232692
coxiella_burnetii_RSA-439,NZ_CP020616.1,1969142
coxiella_burnetii_RSA-439,NZ_CP020617.1,36993
bacillus_pumilus_145,NZ_CP027116.1,3936779
pseudomonas_sp._AN-B15,NZ_CP049737.1,6300501
enterobacter_hormaechei_N1,NZ_CP031571.1,4843620
enterobacter_hormaechei_N1,NZ_CP031572.1,106419
enterobacter_hormaechei_N1,NZ_CP031573.1,163650
escherichia_coli_Res13-Lact-PEA06-10,NZ_CP062883.1,4743178
escherichia_coli_Res13-Lact-PEA06-10,NZ_CP062884.1,116666
escherichia_coli_Res13-Lact-PEA06-10,NZ_CP062885.1,3183
escherichia_coli_Res13-Lact-PEA06-10,NZ_CP062886.1,2242
escherichia_coli_Res13-Lact-PEA06-10,NZ_CP062887.1,106022
escherichia_coli_Res13-Lact-PEA06-10,NZ_CP062888.1,140355
citrobacter_freundii_RHB41-C16,NZ_CP056967.1,4861162
salmonella_enterica_CFSAN058565,NZ_CP077704.1,4845709
salmonella_enterica_CFSAN058565,NZ_CP077705.1,66005
streptomyces_sp._Go-475,NZ_CP026121.1,8570471
pseudomonas_fluorescens_FW300-N2C3,NZ_CP012831.1,7118546
escherichia_coli_FHI-NMBU-10,NZ_CP046539.1,5303541
escherichia_coli_FHI-NMBU-10,NZ_CP046540.1,72129
escherichia_coli_FHI-NMBU-10,NZ_CP046541.1,7041
escherichia_coli_FHI-NMBU-10,NZ_CP046542.1,6040
escherichia_coli_FHI-NMBU-10,NZ_CP046543.1,5359
escherichia_coli_FHI-NMBU-10,NZ_CP046544.1,3180
escherichia_coli_FHI-NMBU-10,NZ_CP046545.1,2488
clostridium_botulinum_AM1051,NZ_CP013841.1,3904056
clostridium_botulinum_AM1051,NZ_CP013842.1,8874
bifidobacterium_longum_NCC2705,NC_004307.2,2256459
bifidobacterium_longum_NCC2705,NC_004943.1,3384
bacillus_amyloliquefaciens_Y14,NZ_CP017953.1,3957141
proteus_mirabilis_N18-00201,NZ_CP048404.1,3818650
pseudomonas_aeruginosa_T52373,NZ_CP008867.1,6322459
salmonella_enterica_EC20110358,NZ_CP007260.1,4678687
pseudomonas_aeruginosa_Paer4-119,NZ_CP013113.1,6503982
escherichia_coli_C7,NZ_CP059279.1,4998029
escherichia_coli_C7,NZ_CP059280.1,140996
escherichia_coli_148,NZ_CP028598.1,5422620
escherichia_coli_148,NZ_CP028599.1,94317
acinetobacter_baumannii_29FS20,NZ_CP044519.1,4053569
acinetobacter_baumannii_29FS20,NZ_CP044520.1,65905
acinetobacter_baumannii_29FS20,NZ_CP044521.1,12636
klebsiella_pneumoniae_EC-12536,NZ_LR025099.1,5323684
klebsiella_pneumoniae_EC-12536,NZ_LR025100.1,63294
enterobacter_asburiae_RHBSTW-00542,NZ_CP056711.1,4918683
enterobacter_asburiae_RHBSTW-00542,NZ_CP056712.1,239961
enterobacter_asburiae_RHBSTW-00542,NZ_CP056713.1,8443
enterobacter_asburiae_RHBSTW-00542,NZ_CP056714.1,5637
enterobacter_asburiae_RHBSTW-00542,NZ_CP056715.1,1675
bacillus_safensis_U41,NZ_CP015610.1,3725234
sphingomonas_sp._HDW15A,NZ_CP049870.1,2339539
escherichia_coli_NCTC9087,NZ_LR134231.1,4594396
pseudomonas_aeruginosa_H26023,NZ_CP033685.1,6728685
acinetobacter_baumannii_K09-14,NZ_CP043953.1,3971770
acinetobacter_baumannii_K09-14,NZ_CP043954.1,7788
escherichia_coli_2009C-3554,NZ_CP034803.1,5496058
escherichia_coli_2009C-3554,NZ_CP034804.1,82117
escherichia_coli_2009C-3554,NZ_CP034805.1,91274
salmonella_enterica_FORC-078,NZ_CP026713.1,4685952
salmonella_enterica_FORC-078,NZ_CP026714.1,59129
bacillus_sp._A260,NZ_CP046398.1,5285870
bacillus_sp._A260,NZ_CP046399.1,182722
campylobacter_jejuni_S3,NC_017281.1,1681269
campylobacter_jejuni_S3,NC_017282.1,39756
escherichia_coli_REL606,NC_012967.1,4629788
aeromonas_hydrophila_KAM330,NZ_AP023398.1,5092311
aeromonas_hydrophila_KAM330,NZ_AP023399.1,133920
aeromonas_hydrophila_KAM330,NZ_AP023400.1,79670
aeromonas_hydrophila_KAM330,NZ_AP023401.1,61456
aeromonas_hydrophila_KAM330,NZ_AP023402.1,42700
aeromonas_hydrophila_KAM330,NZ_AP023403.1,12278
aeromonas_hydrophila_KAM330,NZ_AP023404.1,7765
aeromonas_hydrophila_KAM330,NZ_AP023405.1,5809
aeromonas_hydrophila_KAM330,NZ_AP023406.1,4737
aeromonas_hydrophila_KAM330,NZ_AP023407.1,2316
leuconostoc_mesenteroides_DRC0211,NZ_CP013016.1,1923576
leuconostoc_mesenteroides_DRC0211,NZ_CP013017.1,59088
leuconostoc_mesenteroides_DRC0211,NZ_CP014602.1,57454
leuconostoc_mesenteroides_DRC0211,NZ_CP014603.1,47356
leuconostoc_mesenteroides_DRC0211,NZ_CP014604.1,35535
raoultella_ornithinolytica_A14,NZ_CP008886.1,5398272
streptococcus_pneumoniae_4041STDY6836170,NZ_LS483449.1,2104424
mycobacterium_tuberculosis_2-0034P6C4,NZ_CP041835.1,4410270
clostridioides_difficile_BI1,NC_017179.1,4117915
clostridioides_difficile_BI1,NC_017177.1,299621
clostridioides_difficile_BI1,NC_017176.1,44846
escherichia_marmotae_RHBSTW-00814,NZ_CP056159.1,4946247
escherichia_marmotae_RHBSTW-00814,NZ_CP056160.1,115952
escherichia_marmotae_RHBSTW-00814,NZ_CP056161.1,5732
escherichia_marmotae_RHBSTW-00814,NZ_CP056162.1,5819
escherichia_marmotae_RHBSTW-00814,NZ_CP056163.1,4283
escherichia_marmotae_RHBSTW-00814,NZ_CP056164.1,3538
escherichia_coli_K-12-substr.-MG1655,NZ_CP009685.1,4636426
klebsiella_pneumoniae_TVGHCRE225,NZ_CP023722.1,5546512
klebsiella_pneumoniae_TVGHCRE225,NZ_CP023723.1,297451
klebsiella_pneumoniae_TVGHCRE225,NZ_CP023724.1,157904
klebsiella_pneumoniae_TVGHCRE225,NZ_CP023725.1,103408
enterobacter_hormaechei_RHBSTW-00016,NZ_CP058187.1,4793627
enterobacter_hormaechei_RHBSTW-00016,NZ_CP058188.1,169205
enterobacter_hormaechei_RHBSTW-00016,NZ_CP058189.1,67397
enterobacter_hormaechei_RHBSTW-00016,NZ_CP058190.1,1767
salmonella_enterica_S438,NZ_CP061124.1,4971281
salmonella_enterica_S438,NZ_CP061125.1,253341
acinetobacter_pittii_FDAARGOS-1398,NZ_CP077205.1,3836812
pseudomonas_sp._SORT22,NZ_CP071007.1,5796771
pseudomonas_aeruginosa_PS1793,NZ_CP083366.1,6868188
pseudomonas_aeruginosa_PS1793,NZ_CP083367.1,317560
pseudomonas_aeruginosa_PS1793,NZ_CP083368.1,111629
pseudomonas_aeruginosa_PS1793,NZ_CP083369.1,67898
corynebacterium_sp._NML98-0116,NZ_CP017639.1,2364637
campylobacter_jejuni_CJ677CC095,NZ_CP010486.1,1628906
acinetobacter_baumannii_HRAB-85,NZ_CP018143.1,4020403
acinetobacter_baumannii_HRAB-85,NZ_CP018144.1,77295
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021983.1,5625854
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021984.1,248286
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021993.1,5992
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021994.1,3424
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021995.1,3559
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021996.1,965
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021997.1,1401
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021985.1,107498
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021986.1,99107
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021987.1,79820
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021988.1,78444
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021989.1,53923
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021990.1,8512
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021991.1,8095
raoultella_ornithinolytica_WP3-W18-ESBL-06,NZ_AP021992.1,6540
serratia_marcescens_UMH12,NZ_CP018930.1,5196800
escherichia_coli_THO-003,NZ_AP022525.1,5255392
escherichia_coli_THO-003,NZ_AP022526.1,123285
streptomyces_sp._AgN23,NZ_CP007153.1,10858739
escherichia_coli_RM10410,NZ_CP042350.1,5227448
acinetobacter_indicus_LYS68A,NZ_CP070997.1,3212151
klebsiella_pneumoniae_KP1768,NZ_CP025140.1,5387912
klebsiella_pneumoniae_KP1768,NZ_CP025141.1,204723
klebsiella_pneumoniae_KP1768,NZ_CP025142.1,152113
stenotrophomonas_maltophilia_R551-3,NC_011071.1,4573929
vibrio_cholerae_VC-hf7,NZ_CP063420.1,3039743
vibrio_cholerae_VC-hf7,NZ_CP063421.1,1110096
vibrio_cholerae_VC-hf7,NZ_CP063422.1,5606
vibrio_cholerae_VC-hf7,NZ_CP063423.1,2991
clostridioides_difficile_S-0352,NZ_CP076377.1,4251612
klebsiella_pneumoniae_RHBSTW-00574,NZ_CP055451.1,5259200
klebsiella_pneumoniae_RHBSTW-00574,NZ_CP055453.1,41021
klebsiella_pneumoniae_RHBSTW-00574,NZ_CP055452.1,244121
klebsiella_pneumoniae_RHBSTW-00574,NZ_CP055454.1,37378
klebsiella_pneumoniae_RHBSTW-00574,NZ_CP055455.1,2176
klebsiella_pneumoniae_RHBSTW-00574,NZ_CP055456.1,1815
klebsiella_pneumoniae_RHBSTW-00574,NZ_CP055457.1,2316
enterococcus_faecalis_29212,NZ_CP008816.1,2939593
enterococcus_faecalis_29212,NZ_CP008815.1,65974
enterococcus_faecalis_29212,NZ_CP008814.1,40659
escherichia_coli_PK6,NZ_CP042588.1,4726231
escherichia_coli_PK6,NZ_CP042589.1,42249
escherichia_coli_PK6,NZ_CP042590.1,12489
escherichia_coli_PK6,NZ_CP042591.1,4302
escherichia_coli_PK6,NZ_CP042592.1,2154
bacillus_sp._NSP9.1,NZ_CP048273.1,4543028
klebsiella_pneumoniae_B960,NZ_CP070410.1,5356767
klebsiella_pneumoniae_B960,NZ_CP070411.1,127401
klebsiella_pneumoniae_B960,NZ_CP070412.1,10320
klebsiella_pneumoniae_B960,NZ_CP070413.1,5766
klebsiella_pneumoniae_B960,NZ_CP070414.1,4199
staphylococcus_aureus_UP-1108,NZ_CP047787.1,2671584
staphylococcus_epidermidis_B1265603,NZ_CP073844.1,2712011
staphylococcus_epidermidis_B1265603,NZ_CP073846.1,11622
staphylococcus_epidermidis_B1265603,NZ_CP073845.1,6056
streptococcus_sanguinis_NCTC11086,NZ_LS483364.1,2331174
escherichia_coli_2009C-4687,NZ_CP034799.1,5479924
escherichia_coli_2009C-4687,NZ_CP034800.1,93390
listeria_monocytogenes_FDAARGOS-555,NZ_CP033737.1,2850721
escherichia_coli_gb37,NZ_CP084897.1,4651935
vibrio_parahaemolyticus_2013V-1181,NZ_CP046783.1,3418402
vibrio_parahaemolyticus_2013V-1181,NZ_CP046784.1,1870607
lactiplantibacillus_plantarum_DSR-M2,NZ_CP022294.1,3182051
lactiplantibacillus_plantarum_DSR-M2,NZ_CP022292.1,48303
lactiplantibacillus_plantarum_DSR-M2,NZ_CP022293.1,19615
citrobacter_freundii_RHBSTW-00697,NZ_CP056336.1,5084302
citrobacter_freundii_RHBSTW-00697,NZ_CP056337.1,309500
citrobacter_freundii_RHBSTW-00697,NZ_CP056338.1,98726
citrobacter_freundii_RHBSTW-00697,NZ_CP056339.1,11817
citrobacter_freundii_RHBSTW-00697,NZ_CP056340.1,2877
escherichia_coli_CX05,NZ_CP081719.1,4948705
escherichia_coli_CX05,NZ_CP081720.1,146453
escherichia_coli_CX05,NZ_CP081721.1,92781
escherichia_coli_CX05,NZ_CP081722.1,3002
escherichia_coli_CX05,NZ_CP081723.1,1991
salmonella_enterica_CVM-22437,NZ_CP051396.1,4841088
salmonella_enterica_CVM-22437,NZ_CP051397.1,191119
lactobacillus_crispatus_2029,NZ_CP079206.1,2499665
lactobacillus_crispatus_2029,NZ_CP079207.1,16115
salmonella_enterica_2511STDY5712385,NZ_LN890524.1,4966799
salmonella_enterica_2511STDY5712385,NZ_LN890525.1,84022
salmonella_enterica_2511STDY5712385,NZ_LN890526.1,45978
escherichia_coli_PapRG-04-4,NZ_CP049201.1,5408864
escherichia_coli_PapRG-04-4,NZ_CP049202.1,166900
escherichia_coli_PapRG-04-4,NZ_CP049203.1,4683
campylobacter_jejuni_CJ677CC521,NZ_CP010476.1,1668424
escherichia_coli_NCTC9038,NZ_LR134082.1,4682260
campylobacter_lanienae_NCTC-13004,NZ_CP015578.1,1594422
klebsiella_pneumoniae_INF182-sc-2280049,NZ_LR890554.1,5368419
klebsiella_pneumoniae_INF182-sc-2280049,NZ_LR890555.1,111812
listeria_monocytogenes_2017-TE-6913-1,NZ_CP053357.1,2952686
klebsiella_pneumoniae_KP-NORM-BLD-2014-104014,NZ_CP034045.1,5319032
klebsiella_pneumoniae_KP-NORM-BLD-2014-104014,NZ_CP034046.1,344548
klebsiella_pneumoniae_KP-NORM-BLD-2014-104014,NZ_CP034047.1,112822
klebsiella_pneumoniae_KP-NORM-BLD-2014-104014,NZ_CP034048.1,76453
klebsiella_pneumoniae_KP-NORM-BLD-2014-104014,NZ_CP034049.1,54266
klebsiella_pneumoniae_KP-NORM-BLD-2014-104014,NZ_CP034050.1,4442
klebsiella_pneumoniae_KP-NORM-BLD-2014-104014,NZ_CP034051.1,3032
klebsiella_pneumoniae_KP-NORM-BLD-2014-104014,NZ_CP034052.1,722
klebsiella_pneumoniae_TUM12133,NZ_AP024772.1,5286397
klebsiella_pneumoniae_TUM12133,NZ_AP024774.1,12361
klebsiella_pneumoniae_TUM12133,NZ_AP024773.1,123201
pseudomonas_fluorescens_G20-18,NZ_CP075566.1,6481405
staphylococcus_aureus_592,NZ_CP035791.1,2819706
staphylococcus_aureus_592,NZ_CP035792.1,26824
escherichia_coli_OV24,NZ_CP080117.1,4983263
klebsiella_pneumoniae_12208,NZ_CP030172.1,5213519
salmonella_enterica_USDA-ARS-USMARC-1810,NZ_CP014982.2,4927145
providencia_alcalifaciens_2019-04-28369-1-2,NZ_OU659120.1,4012970
providencia_alcalifaciens_2019-04-28369-1-2,NZ_OU659121.1,162186
providencia_alcalifaciens_2019-04-28369-1-2,NZ_OU659122.1,91554
providencia_alcalifaciens_2019-04-28369-1-2,NZ_OU659123.1,57353
providencia_alcalifaciens_2019-04-28369-1-2,NZ_OU659124.1,43282
acinetobacter_pittii_YMC2010-8-T346,NZ_CP017938.1,4017036
acinetobacter_pittii_YMC2010-8-T346,NZ_CP017939.1,28641
clostridium_botulinum_1169,NZ_CP013681.1,4215870
clostridium_botulinum_1169,NZ_CP013682.1,196841
listeria_monocytogenes_WSLC-1047,NZ_CP013289.1,2950357
escherichia_coli_C1,NZ_CP010116.1,4842877
salmonella_enterica_ATCC-9120,NZ_CP012347.1,4694182
salmonella_enterica_ATCC-9120,NZ_CP012348.1,86445
atopobium_sp._W9116,NZ_CP072380.1,3003377
klebsiella_pneumoniae_WCHKP040035,NZ_CP028797.2,5360743
klebsiella_pneumoniae_WCHKP040035,NZ_CP028794.1,54181
klebsiella_pneumoniae_WCHKP040035,NZ_CP028795.2,5535
klebsiella_pneumoniae_WCHKP040035,NZ_CP028796.1,112156
staphylococcus_aureus_278,NZ_CP077918.1,51670
staphylococcus_aureus_278,NZ_CP077919.1,2732781
chlamydia_psittaci_6BC,NC_015470.1,1171513
chlamydia_psittaci_6BC,NC_015217.1,7089
bacteroides_caccae_ATCC-43185,NZ_CP022412.2,4570452
listeria_monocytogenes_CIIMS-NV-3,NZ_CP031674.1,2953880
bacillus_anthracis_PR05,NZ_CP012722.1,5228501
klebsiella_aerogenes_AR-0018,NZ_CP024880.1,5086801
staphylococcus_aureus_UP-1654,NZ_CP047805.1,2859920
staphylococcus_aureus_UP-1654,NZ_CP047806.1,31040
bacillus_anthracis_2000031021,NZ_CP007618.1,5236775
bacillus_anthracis_2000031021,NZ_CP007617.1,91144
pseudomonas_stutzeri_F2,NZ_CP073105.1,4979903
pseudomonas_stutzeri_F2,NZ_CP073106.1,85023
listeria_monocytogenes_FDAARGOS-554,NZ_CP033738.1,2836378
pseudomonas_aeruginosa_YL84,NZ_CP007147.1,6433199
listeria_monocytogenes_N1-011A,NC_021826.1,3094247
listeria_monocytogenes_N1-011A,NC_022045.1,148169
bacteroides_sp._KGMB10229,NZ_CP085132.1,4248060
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079655.1,5493132
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079656.1,161478
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079665.1,4016
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079666.1,2557
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079667.1,2185
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079657.1,156492
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079658.1,29385
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079659.1,6315
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079660.1,7625
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079661.1,5547
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079662.1,4695
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079663.1,3473
klebsiella_pneumoniae_WRC27-S471MPC,NZ_CP079664.1,4160
bifidobacterium_animalis_V9,NC_017217.1,1943836
klebsiella_pneumoniae_SCM96,NZ_CP028716.1,5398475
klebsiella_pneumoniae_SCM96,NZ_CP028717.1,134554
klebsiella_pneumoniae_SCM96,NZ_CP028718.1,44564
enterococcus_faecium_PR05720-3,NZ_CP064406.1,2613501
enterococcus_faecium_PR05720-3,NZ_CP064407.1,164531
enterococcus_faecium_PR05720-3,NZ_CP064408.1,62662
enterococcus_faecium_PR05720-3,NZ_CP064409.1,44860
enterococcus_faecium_PR05720-3,NZ_CP064410.1,4427
enterococcus_faecium_PR05720-3,NZ_CP064411.1,1019
enterococcus_faecium_PR05720-3,NZ_CP064412.1,1229
enterococcus_faecium_PR05720-3,NZ_CP064413.1,907
enterococcus_faecium_PR05720-3,NZ_CP064414.1,246
enterococcus_faecium_PR05720-3,NZ_CP064415.1,424
enterococcus_faecium_PR05720-3,NZ_CP064416.1,294
escherichia_coli_RIVM-C028786,NZ_CP068817.1,5219877
staphylococcus_aureus_FPR3757,NC_007793.1,2872582
staphylococcus_aureus_FPR3757,NC_007790.1,2674
staphylococcus_aureus_FPR3757,NC_007791.1,4313
staphylococcus_aureus_FPR3757,NC_007792.1,36856
salmonella_enterica_ATCC-14028,NZ_CP043907.1,4870087
salmonella_enterica_ATCC-14028,NZ_CP043905.1,93516
salmonella_enterica_ATCC-14028,NZ_CP043906.1,40699
salmonella_enterica_RM1984,NZ_CP012513.1,4708686
parabacteroides_distasonis_NBRC-113806,NZ_AP019729.1,5179594
klebsiella_pneumoniae_AR-0120,NZ_CP021833.1,5513806
klebsiella_pneumoniae_AR-0120,NZ_CP021834.1,211639
klebsiella_pneumoniae_AR-0120,NZ_CP021835.1,208380
klebsiella_pneumoniae_AR-0120,NZ_CP021836.1,42717
klebsiella_pneumoniae_AR-0120,NZ_CP021837.1,14420
campylobacter_jejuni_CJ677CC536,NZ_CP010474.1,1641965
staphylococcus_aureus_O408,NZ_CP038270.1,2778228
staphylococcus_aureus_371,NZ_CP077863.1,2757232
